acronym,id,name,structure_id_path,parent_structure_id
MTN,571,Midline group of the dorsal thalamus,/997/8/343/1129/549/856/571/,856
V,621,Motor nucleus of trigeminal,/997/8/343/1065/771/987/621/,987
NOD,968,Nodulus (X),/997/8/512/528/645/968/,645
ACB,56,Nucleus accumbens,/997/8/567/623/477/493/56/,493
AMB,135,Nucleus ambiguus,/997/8/343/1065/354/370/135/,370
AMBd,939,"Nucleus ambiguus, dorsal division",/997/8/343/1065/354/370/135/939/,135
AMBv,143,"Nucleus ambiguus, ventral division",/997/8/343/1065/354/370/135/143/,135
NI,604,Nucleus incertus,/997/8/343/1065/771/1117/604/,1117
ND,587,Nucleus of Darkschewitsch,/997/8/343/313/323/795/587/,795
NR,177,Nucleus of Roller,/997/8/343/1065/354/370/154/177/,154
RE,181,Nucleus of reuniens,/997/8/343/1129/549/856/571/181/,571
NB,580,Nucleus of the brachium of the inferior colliculus,/997/8/343/313/339/580/,339
NLL,612,Nucleus of the lateral lemniscus,/997/8/343/1065/771/1132/612/,1132
NLOT,619,Nucleus of the lateral olfactory tract,/997/8/567/688/695/698/619/,698
NLOT3,1139,"Nucleus of the lateral olfactory tract, layer 3",/997/8/567/688/695/698/619/1139/,619
NLOT1,260,"Nucleus of the lateral olfactory tract, molecular layer",/997/8/567/688/695/698/619/260/,619
NLOT2,268,"Nucleus of the lateral olfactory tract, pyramidal layer",/997/8/567/688/695/698/619/268/,619
NOT,628,Nucleus of the optic tract,/997/8/343/313/323/1100/628/,1100
NPC,634,Nucleus of the posterior commissure,/997/8/343/313/323/1100/634/,1100
NTS,651,Nucleus of the solitary tract,/997/8/343/1065/354/386/651/,386
NTB,642,Nucleus of the trapezoid body,/997/8/343/1065/354/386/642/,386
PRP,169,Nucleus prepositus,/997/8/343/1065/354/370/154/169/,154
RM,206,Nucleus raphe magnus,/997/8/343/1065/354/379/206/,379
RO,222,Nucleus raphe obscurus,/997/8/343/1065/354/379/222/,379
RPA,230,Nucleus raphe pallidus,/997/8/343/1065/354/379/230/,379
RPO,238,Nucleus raphe pontis,/997/8/343/1065/771/1117/238/,1117
SAG,271,Nucleus sagulum,/997/8/343/313/339/271/,339
x,765,Nucleus x,/997/8/343/1065/354/370/765/,370
y,781,Nucleus y,/997/8/343/1065/354/370/781/,370
III,35,Oculomotor nucleus,/997/8/343/313/323/35/,323
OLF,698,Olfactory areas,/997/8/567/688/695/698/,695
OT,754,Olfactory tubercle,/997/8/567/623/477/493/754/,493
OP,706,Olivary pretectal nucleus,/997/8/343/313/323/1100/706/,1100
ORB,714,Orbital area,/997/8/567/688/695/315/714/,315
ORBl,723,"Orbital area, lateral part",/997/8/567/688/695/315/714/723/,714
ORBl1,448,"Orbital area, lateral part, layer 1",/997/8/567/688/695/315/714/723/448/,723
ORBl2/3,412,"Orbital area, lateral part, layer 2/3",/997/8/567/688/695/315/714/723/412/,723
ORBl5,630,"Orbital area, lateral part, layer 5",/997/8/567/688/695/315/714/723/630/,723
ORBl6a,440,"Orbital area, lateral part, layer 6a",/997/8/567/688/695/315/714/723/440/,723
ORBl6b,488,"Orbital area, lateral part, layer 6b",/997/8/567/688/695/315/714/723/488/,723
ORBm,731,"Orbital area, medial part",/997/8/567/688/695/315/714/731/,714
ORBm1,484,"Orbital area, medial part, layer 1",/997/8/567/688/695/315/714/731/484/,731
ORBm2/3,582,"Orbital area, medial part, layer 2/3",/997/8/567/688/695/315/714/731/582/,731
ORBm5,620,"Orbital area, medial part, layer 5",/997/8/567/688/695/315/714/731/620/,731
ORBm6a,910,"Orbital area, medial part, layer 6a",/997/8/567/688/695/315/714/731/910/,731
ORBm6b,527696977,"Orbital area, medial part, layer 6b",/997/8/567/688/695/315/714/731/527696977/,731
ORBvl,746,"Orbital area, ventrolateral part",/997/8/567/688/695/315/714/746/,714
ORBvl1,969,"Orbital area, ventrolateral part, layer 1",/997/8/567/688/695/315/714/746/969/,746
ORBvl2/3,288,"Orbital area, ventrolateral part, layer 2/3",/997/8/567/688/695/315/714/746/288/,746
ORBvl5,1125,"Orbital area, ventrolateral part, layer 5",/997/8/567/688/695/315/714/746/1125/,746
ORBvl6a,608,"Orbital area, ventrolateral part, layer 6a",/997/8/567/688/695/315/714/746/608/,746
ORBvl6b,680,"Orbital area, ventrolateral part, layer 6b",/997/8/567/688/695/315/714/746/680/,746
PAL,803,Pallidum,/997/8/567/623/803/,623
PALc,809,"Pallidum, caudal region",/997/8/567/623/803/809/,803
PALd,818,"Pallidum, dorsal region",/997/8/567/623/803/818/,803
PALm,826,"Pallidum, medial region",/997/8/567/623/803/826/,803
PALv,835,"Pallidum, ventral region",/997/8/567/623/803/835/,803
PBG,874,Parabigeminal nucleus,/997/8/343/313/339/874/,339
PB,867,Parabrachial nucleus,/997/8/343/1065/771/1132/867/,1132
PCN,907,Paracentral nucleus,/997/8/343/1129/549/856/51/907/,51
PF,930,Parafascicular nucleus,/997/8/343/1129/549/856/51/930/,51
PFL,1041,Paraflocculus,/997/8/512/528/1073/1041/,1073
PGRN,938,Paragigantocellular reticular nucleus,/997/8/343/1065/354/370/938/,370
PGRNd,970,"Paragigantocellular reticular nucleus, dorsal part",/997/8/343/1065/354/370/938/970/,938
PGRNl,978,"Paragigantocellular reticular nucleus, lateral part",/997/8/343/1065/354/370/938/978/,938
PRM,1025,Paramedian lobule,/997/8/512/528/1073/1025/,1073
PN,607344830,Paranigral nucleus,/997/8/343/313/323/607344830/,323
PPY,1069,Parapyramidal nucleus,/997/8/343/1065/354/370/1069/,370
PAS,859,Parasolitary nucleus,/997/8/343/1065/354/370/859/,370
PS,1109,Parastrial nucleus,/997/8/343/1129/1097/141/1109/,141
PAR,843,Parasubiculum,/997/8/567/688/695/1089/822/843/,822
PSTN,364,Parasubthalamic nucleus,/997/8/343/1129/1097/290/364/,290
PT,15,Parataenial nucleus,/997/8/343/1129/549/856/571/15/,571
Pa5,589508451,Paratrigeminal nucleus,/997/8/343/1065/354/386/589508451/,386
Pa4,606826663,Paratrochlear nucleus,/997/8/343/313/323/606826663/,323
PVH,38,Paraventricular hypothalamic nucleus,/997/8/343/1129/1097/157/38/,157
PVHd,63,"Paraventricular hypothalamic nucleus, descending division",/997/8/343/1129/1097/467/63/,467
PVT,149,Paraventricular nucleus of the thalamus,/997/8/343/1129/549/856/571/149/,571
PC5,549009223,Parvicellular motor 5 nucleus,/997/8/343/1065/771/987/549009223/,987
PARN,852,Parvicellular reticular nucleus,/997/8/343/1065/354/370/852/,370
PPN,1052,Pedunculopontine nucleus,/997/8/343/313/348/1052/,348
PAG,795,Periaqueductal gray,/997/8/343/313/323/795/,323
PeF,576073704,Perifornical nucleus,/997/8/343/1129/1097/290/576073704/,290
PHY,154,Perihypoglossal nuclei,/997/8/343/1065/354/370/154/,370
PP,1044,Peripeduncular nucleus,/997/8/343/1129/549/864/1044/,864
PR,1077,Perireunensis nucleus,/997/8/343/1129/549/856/444/1077/,444
PERI,922,Perirhinal area,/997/8/567/688/695/315/922/,315
PERI1,540,"Perirhinal area, layer 1",/997/8/567/688/695/315/922/540/,922
PERI2/3,888,"Perirhinal area, layer 2/3",/997/8/567/688/695/315/922/888/,922
PERI5,692,"Perirhinal area, layer 5",/997/8/567/688/695/315/922/692/,922
PERI6a,335,"Perirhinal area, layer 6a",/997/8/567/688/695/315/922/335/,922
PERI6b,368,"Perirhinal area, layer 6b",/997/8/567/688/695/315/922/368/,922
P5,549009215,Peritrigeminal zone,/997/8/343/1065/771/987/549009215/,987
PVa,30,"Periventricular hypothalamic nucleus, anterior part",/997/8/343/1129/1097/157/30/,157
PVi,118,"Periventricular hypothalamic nucleus, intermediate part",/997/8/343/1129/1097/157/118/,157
PVp,126,"Periventricular hypothalamic nucleus, posterior part",/997/8/343/1129/1097/141/126/,141
PVpo,133,"Periventricular hypothalamic nucleus, preoptic part",/997/8/343/1129/1097/141/133/,141
PVR,141,Periventricular region,/997/8/343/1129/1097/141/,1097
PVZ,157,Periventricular zone,/997/8/343/1129/1097/157/,1097
PIR,961,Piriform area,/997/8/567/688/695/698/961/,698
PAA,788,Piriform-amygdalar area,/997/8/567/688/695/698/788/,698
P,771,Pons,/997/8/343/1065/771/,1065
P-sat,1117,"Pons, behavioral state related",/997/8/343/1065/771/1117/,771
P-mot,987,"Pons, motor related",/997/8/343/1065/771/987/,771
P-sen,1132,"Pons, sensory related",/997/8/343/1065/771/1132/,771
PCG,898,Pontine central gray,/997/8/343/1065/771/987/898/,987
PG,931,Pontine gray,/997/8/343/1065/771/987/931/,987
PRNr,146,Pontine reticular nucleus,/997/8/343/1065/771/1117/146/,1117
PRNc,1093,"Pontine reticular nucleus, caudal part",/997/8/343/1065/771/987/1093/,987
PA,780,Posterior amygdalar nucleus,/997/8/567/688/703/780/,703
AUDpo,1027,Posterior auditory area,/997/8/567/688/695/315/247/1027/,247
AUDpo1,696,"Posterior auditory area, layer 1",/997/8/567/688/695/315/247/1027/696/,1027
AUDpo2/3,643,"Posterior auditory area, layer 2/3",/997/8/567/688/695/315/247/1027/643/,1027
AUDpo4,759,"Posterior auditory area, layer 4",/997/8/567/688/695/315/247/1027/759/,1027
AUDpo5,791,"Posterior auditory area, layer 5",/997/8/567/688/695/315/247/1027/791/,1027
AUDpo6a,249,"Posterior auditory area, layer 6a",/997/8/567/688/695/315/247/1027/249/,1027
AUDpo6b,456,"Posterior auditory area, layer 6b",/997/8/567/688/695/315/247/1027/456/,1027
PO,1020,Posterior complex of the thalamus,/997/8/343/1129/549/856/138/1020/,138
PH,946,Posterior hypothalamic nucleus,/997/8/343/1129/1097/467/946/,467
PIL,560581563,Posterior intralaminar thalamic nucleus,/997/8/343/1129/549/856/51/560581563/,51
POL,1029,Posterior limiting nucleus of the thalamus,/997/8/343/1129/549/856/138/1029/,138
PTLp,22,Posterior parietal association areas,/997/8/567/688/695/315/22/,315
PPT,1061,Posterior pretectal nucleus,/997/8/343/313/323/1100/1061/,1100
PoT,563807435,Posterior triangular thalamic nucleus,/997/8/343/1129/549/864/637/563807435/,637
PD,914,Posterodorsal preoptic nucleus,/997/8/343/1129/1097/141/914/,141
PDTg,599626927,Posterodorsal tegmental nucleus,/997/8/343/1065/771/987/599626927/,987
VISpl,425,Posterolateral visual area,/997/8/567/688/695/315/669/425/,669
VISpl1,750,"Posterolateral visual area, layer 1",/997/8/567/688/695/315/669/425/750/,425
VISpl2/3,269,"Posterolateral visual area, layer 2/3",/997/8/567/688/695/315/669/425/269/,425
VISpl4,869,"Posterolateral visual area, layer 4",/997/8/567/688/695/315/669/425/869/,425
VISpl5,902,"Posterolateral visual area, layer 5",/997/8/567/688/695/315/669/425/902/,425
VISpl6a,377,"Posterolateral visual area, layer 6a",/997/8/567/688/695/315/669/425/377/,425
VISpl6b,393,"Posterolateral visual area, layer 6b",/997/8/567/688/695/315/669/425/393/,425
TR,566,Postpiriform transition area,/997/8/567/688/695/698/566/,698
VISpor,312782628,Postrhinal area,/997/8/567/688/695/315/669/312782628/,669
VISpor1,312782632,"Postrhinal area, layer 1",/997/8/567/688/695/315/669/312782628/312782632/,312782628
VISpor2/3,312782636,"Postrhinal area, layer 2/3",/997/8/567/688/695/315/669/312782628/312782636/,312782628
VISpor4,312782640,"Postrhinal area, layer 4",/997/8/567/688/695/315/669/312782628/312782640/,312782628
VISpor5,312782644,"Postrhinal area, layer 5",/997/8/567/688/695/315/669/312782628/312782644/,312782628
VISpor6a,312782648,"Postrhinal area, layer 6a",/997/8/567/688/695/315/669/312782628/312782648/,312782628
VISpor6b,312782652,"Postrhinal area, layer 6b",/997/8/567/688/695/315/669/312782628/312782652/,312782628
POST,1037,Postsubiculum,/997/8/567/688/695/1089/822/1037/,822
PRC,50,Precommissural nucleus,/997/8/343/313/323/795/50/,795
PL,972,Prelimbic area,/997/8/567/688/695/315/972/,315
PL1,171,"Prelimbic area, layer 1",/997/8/567/688/695/315/972/171/,972
PL2/3,304,"Prelimbic area, layer 2/3",/997/8/567/688/695/315/972/304/,972
PL5,363,"Prelimbic area, layer 5",/997/8/567/688/695/315/972/363/,972
PL6a,84,"Prelimbic area, layer 6a",/997/8/567/688/695/315/972/84/,972
PL6b,132,"Prelimbic area, layer 6b",/997/8/567/688/695/315/972/132/,972
PST,356,Preparasubthalamic nucleus,/997/8/343/1129/1097/290/356/,290
PRE,1084,Presubiculum,/997/8/567/688/695/1089/822/1084/,822
PRT,1100,Pretectal region,/997/8/343/313/323/1100/,323
AUDp,1002,Primary auditory area,/997/8/567/688/695/315/247/1002/,247
AUDp1,735,"Primary auditory area, layer 1",/997/8/567/688/695/315/247/1002/735/,1002
AUDp2/3,251,"Primary auditory area, layer 2/3",/997/8/567/688/695/315/247/1002/251/,1002
AUDp4,816,"Primary auditory area, layer 4",/997/8/567/688/695/315/247/1002/816/,1002
AUDp5,847,"Primary auditory area, layer 5",/997/8/567/688/695/315/247/1002/847/,1002
AUDp6a,954,"Primary auditory area, layer 6a",/997/8/567/688/695/315/247/1002/954/,1002
AUDp6b,1005,"Primary auditory area, layer 6b",/997/8/567/688/695/315/247/1002/1005/,1002
MOp,985,Primary motor area,/997/8/567/688/695/315/500/985/,500
MOp1,320,"Primary motor area, Layer 1",/997/8/567/688/695/315/500/985/320/,985
MOp2/3,943,"Primary motor area, Layer 2/3",/997/8/567/688/695/315/500/985/943/,985
MOp5,648,"Primary motor area, Layer 5",/997/8/567/688/695/315/500/985/648/,985
MOp6a,844,"Primary motor area, Layer 6a",/997/8/567/688/695/315/500/985/844/,985
MOp6b,882,"Primary motor area, Layer 6b",/997/8/567/688/695/315/500/985/882/,985
SSp,322,Primary somatosensory area,/997/8/567/688/695/315/453/322/,453
SSp-bfd,329,"Primary somatosensory area, barrel field",/997/8/567/688/695/315/453/322/329/,322
SSp-bfd1,981,"Primary somatosensory area, barrel field, layer 1",/997/8/567/688/695/315/453/322/329/981/,329
SSp-bfd2/3,201,"Primary somatosensory area, barrel field, layer 2/3",/997/8/567/688/695/315/453/322/329/201/,329
SSp-bfd4,1047,"Primary somatosensory area, barrel field, layer 4",/997/8/567/688/695/315/453/322/329/1047/,329
SSp-bfd5,1070,"Primary somatosensory area, barrel field, layer 5",/997/8/567/688/695/315/453/322/329/1070/,329
SSp-bfd6a,1038,"Primary somatosensory area, barrel field, layer 6a",/997/8/567/688/695/315/453/322/329/1038/,329
SSp-bfd6b,1062,"Primary somatosensory area, barrel field, layer 6b",/997/8/567/688/695/315/453/322/329/1062/,329
SSp-ll,337,"Primary somatosensory area, lower limb",/997/8/567/688/695/315/453/322/337/,322
SSp-ll1,1030,"Primary somatosensory area, lower limb, layer 1",/997/8/567/688/695/315/453/322/337/1030/,337
SSp-ll2/3,113,"Primary somatosensory area, lower limb, layer 2/3",/997/8/567/688/695/315/453/322/337/113/,337
SSp-ll4,1094,"Primary somatosensory area, lower limb, layer 4",/997/8/567/688/695/315/453/322/337/1094/,337
SSp-ll5,1128,"Primary somatosensory area, lower limb, layer 5",/997/8/567/688/695/315/453/322/337/1128/,337
SSp-ll6a,478,"Primary somatosensory area, lower limb, layer 6a",/997/8/567/688/695/315/453/322/337/478/,337
SSp-ll6b,510,"Primary somatosensory area, lower limb, layer 6b",/997/8/567/688/695/315/453/322/337/510/,337
SSp-m,345,"Primary somatosensory area, mouth",/997/8/567/688/695/315/453/322/345/,322
SSp-m1,878,"Primary somatosensory area, mouth, layer 1",/997/8/567/688/695/315/453/322/345/878/,345
SSp-m2/3,657,"Primary somatosensory area, mouth, layer 2/3",/997/8/567/688/695/315/453/322/345/657/,345
SSp-m4,950,"Primary somatosensory area, mouth, layer 4",/997/8/567/688/695/315/453/322/345/950/,345
SSp-m5,974,"Primary somatosensory area, mouth, layer 5",/997/8/567/688/695/315/453/322/345/974/,345
SSp-m6a,1102,"Primary somatosensory area, mouth, layer 6a",/997/8/567/688/695/315/453/322/345/1102/,345
SSp-m6b,2,"Primary somatosensory area, mouth, layer 6b",/997/8/567/688/695/315/453/322/345/2/,345
SSp-n,353,"Primary somatosensory area, nose",/997/8/567/688/695/315/453/322/353/,322
SSp-n1,558,"Primary somatosensory area, nose, layer 1",/997/8/567/688/695/315/453/322/353/558/,353
SSp-n2/3,838,"Primary somatosensory area, nose, layer 2/3",/997/8/567/688/695/315/453/322/353/838/,353
SSp-n4,654,"Primary somatosensory area, nose, layer 4",/997/8/567/688/695/315/453/322/353/654/,353
SSp-n5,702,"Primary somatosensory area, nose, layer 5",/997/8/567/688/695/315/453/322/353/702/,353
SSp-n6a,889,"Primary somatosensory area, nose, layer 6a",/997/8/567/688/695/315/453/322/353/889/,353
SSp-n6b,929,"Primary somatosensory area, nose, layer 6b",/997/8/567/688/695/315/453/322/353/929/,353
SSp-tr,361,"Primary somatosensory area, trunk",/997/8/567/688/695/315/453/322/361/,322
SSp-tr1,1006,"Primary somatosensory area, trunk, layer 1",/997/8/567/688/695/315/453/322/361/1006/,361
SSp-tr2/3,670,"Primary somatosensory area, trunk, layer 2/3",/997/8/567/688/695/315/453/322/361/670/,361
SSp-tr4,1086,"Primary somatosensory area, trunk, layer 4",/997/8/567/688/695/315/453/322/361/1086/,361
SSp-tr5,1111,"Primary somatosensory area, trunk, layer 5",/997/8/567/688/695/315/453/322/361/1111/,361
SSp-tr6a,9,"Primary somatosensory area, trunk, layer 6a",/997/8/567/688/695/315/453/322/361/9/,361
SSp-tr6b,461,"Primary somatosensory area, trunk, layer 6b",/997/8/567/688/695/315/453/322/361/461/,361
SSp-un,182305689,"Primary somatosensory area, unassigned",/997/8/567/688/695/315/453/322/182305689/,322
SSp-un1,182305693,"Primary somatosensory area, unassigned, layer 1",/997/8/567/688/695/315/453/322/182305689/182305693/,182305689
SSp-un2/3,182305697,"Primary somatosensory area, unassigned, layer 2/3",/997/8/567/688/695/315/453/322/182305689/182305697/,182305689
SSp-un4,182305701,"Primary somatosensory area, unassigned, layer 4",/997/8/567/688/695/315/453/322/182305689/182305701/,182305689
SSp-un5,182305705,"Primary somatosensory area, unassigned, layer 5",/997/8/567/688/695/315/453/322/182305689/182305705/,182305689
SSp-un6a,182305709,"Primary somatosensory area, unassigned, layer 6a",/997/8/567/688/695/315/453/322/182305689/182305709/,182305689
SSp-un6b,182305713,"Primary somatosensory area, unassigned, layer 6b",/997/8/567/688/695/315/453/322/182305689/182305713/,182305689
SSp-ul,369,"Primary somatosensory area, upper limb",/997/8/567/688/695/315/453/322/369/,322
SSp-ul1,450,"Primary somatosensory area, upper limb, layer 1",/997/8/567/688/695/315/453/322/369/450/,369
SSp-ul2/3,854,"Primary somatosensory area, upper limb, layer 2/3",/997/8/567/688/695/315/453/322/369/854/,369
SSp-ul4,577,"Primary somatosensory area, upper limb, layer 4",/997/8/567/688/695/315/453/322/369/577/,369
SSp-ul5,625,"Primary somatosensory area, upper limb, layer 5",/997/8/567/688/695/315/453/322/369/625/,369
SSp-ul6a,945,"Primary somatosensory area, upper limb, layer 6a",/997/8/567/688/695/315/453/322/369/945/,369
SSp-ul6b,1026,"Primary somatosensory area, upper limb, layer 6b",/997/8/567/688/695/315/453/322/369/1026/,369
VISp,385,Primary visual area,/997/8/567/688/695/315/669/385/,669
VISp1,593,"Primary visual area, layer 1",/997/8/567/688/695/315/669/385/593/,385
VISp2/3,821,"Primary visual area, layer 2/3",/997/8/567/688/695/315/669/385/821/,385
VISp4,721,"Primary visual area, layer 4",/997/8/567/688/695/315/669/385/721/,385
VISp5,778,"Primary visual area, layer 5",/997/8/567/688/695/315/669/385/778/,385
VISp6a,33,"Primary visual area, layer 6a",/997/8/567/688/695/315/669/385/33/,385
VISp6b,305,"Primary visual area, layer 6b",/997/8/567/688/695/315/669/385/305/,385
PSV,7,Principal sensory nucleus of the trigeminal,/997/8/343/1065/771/1132/7/,1132
ProS,484682470,Prosubiculum,/997/8/567/688/695/1089/822/484682470/,822
PYR,951,Pyramus (VIII),/997/8/512/528/645/951/,645
RN,214,Red nucleus,/997/8/343/313/323/214/,323
RT,262,Reticular nucleus of the thalamus,/997/8/343/1129/549/856/262/,856
RCH,173,Retrochiasmatic area,/997/8/343/1129/1097/290/173/,290
RHP,822,Retrohippocampal region,/997/8/567/688/695/1089/822/,1089
RPF,549009203,Retroparafascicular nucleus,/997/8/343/313/323/1100/549009203/,1100
RSP,254,Retrosplenial area,/997/8/567/688/695/315/254/,315
RSPd,879,"Retrosplenial area, dorsal part",/997/8/567/688/695/315/254/879/,254
RSPd1,442,"Retrosplenial area, dorsal part, layer 1",/997/8/567/688/695/315/254/879/442/,879
RSPd2/3,434,"Retrosplenial area, dorsal part, layer 2/3",/997/8/567/688/695/315/254/879/434/,879
RSPd4,545,"Retrosplenial area, dorsal part, layer 4",/997/8/567/688/695/315/254/879/545/,879
RSPd5,610,"Retrosplenial area, dorsal part, layer 5",/997/8/567/688/695/315/254/879/610/,879
RSPd6a,274,"Retrosplenial area, dorsal part, layer 6a",/997/8/567/688/695/315/254/879/274/,879
RSPd6b,330,"Retrosplenial area, dorsal part, layer 6b",/997/8/567/688/695/315/254/879/330/,879
RSPagl,894,"Retrosplenial area, lateral agranular part",/997/8/567/688/695/315/254/894/,254
RSPagl1,671,"Retrosplenial area, lateral agranular part, layer 1",/997/8/567/688/695/315/254/894/671/,894
RSPagl2/3,965,"Retrosplenial area, lateral agranular part, layer 2/3",/997/8/567/688/695/315/254/894/965/,894
RSPagl5,774,"Retrosplenial area, lateral agranular part, layer 5",/997/8/567/688/695/315/254/894/774/,894
RSPagl6a,906,"Retrosplenial area, lateral agranular part, layer 6a",/997/8/567/688/695/315/254/894/906/,894
RSPagl6b,279,"Retrosplenial area, lateral agranular part, layer 6b",/997/8/567/688/695/315/254/894/279/,894
RSPv,886,"Retrosplenial area, ventral part",/997/8/567/688/695/315/254/886/,254
RSPv1,542,"Retrosplenial area, ventral part, layer 1",/997/8/567/688/695/315/254/886/542/,886
RSPv2/3,430,"Retrosplenial area, ventral part, layer 2/3",/997/8/567/688/695/315/254/886/430/,886
RSPv5,687,"Retrosplenial area, ventral part, layer 5",/997/8/567/688/695/315/254/886/687/,886
RSPv6a,590,"Retrosplenial area, ventral part, layer 6a",/997/8/567/688/695/315/254/886/590/,886
RSPv6b,622,"Retrosplenial area, ventral part, layer 6b",/997/8/567/688/695/315/254/886/622/,886
RH,189,Rhomboid nucleus,/997/8/343/1129/549/856/51/189/,51
RL,197,Rostral linear nucleus raphe,/997/8/343/313/348/165/197/,165
VISrl1,312782604,"Rostrolateral area, layer 1",/997/8/567/688/695/315/22/417/312782604/,417
VISrl2/3,312782608,"Rostrolateral area, layer 2/3",/997/8/567/688/695/315/22/417/312782608/,417
VISrl4,312782612,"Rostrolateral area, layer 4",/997/8/567/688/695/315/22/417/312782612/,417
VISrl5,312782616,"Rostrolateral area, layer 5",/997/8/567/688/695/315/22/417/312782616/,417
VISrl6a,312782620,"Rostrolateral area, layer 6a",/997/8/567/688/695/315/22/417/312782620/,417
VISrl6b,312782624,"Rostrolateral area, layer 6b",/997/8/567/688/695/315/22/417/312782624/,417
VISrl,417,Rostrolateral visual area,/997/8/567/688/695/315/22/417/,22
MOs,993,Secondary motor area,/997/8/567/688/695/315/500/993/,500
MOs1,656,"Secondary motor area, layer 1",/997/8/567/688/695/315/500/993/656/,993
MOs2/3,962,"Secondary motor area, layer 2/3",/997/8/567/688/695/315/500/993/962/,993
MOs5,767,"Secondary motor area, layer 5",/997/8/567/688/695/315/500/993/767/,993
MOs6a,1021,"Secondary motor area, layer 6a",/997/8/567/688/695/315/500/993/1021/,993
MOs6b,1085,"Secondary motor area, layer 6b",/997/8/567/688/695/315/500/993/1085/,993
SF,310,Septofimbrial nucleus,/997/8/567/623/477/275/310/,275
SH,333,Septohippocampal nucleus,/997/8/567/623/477/275/333/,275
SIM,1007,Simple lobule,/997/8/512/528/1073/1007/,1073
MO,500,Somatomotor areas,/997/8/567/688/695/315/500/,315
SS,453,Somatosensory areas,/997/8/567/688/695/315/453/,315
SPVC,429,"Spinal nucleus of the trigeminal, caudal part",/997/8/343/1065/354/386/429/,386
SPVI,437,"Spinal nucleus of the trigeminal, interpolar part",/997/8/343/1065/354/386/437/,386
SPVO,445,"Spinal nucleus of the trigeminal, oral part",/997/8/343/1065/354/386/445/,386
SPIV,225,Spinal vestibular nucleus,/997/8/343/1065/354/370/701/225/,701
STR,477,Striatum,/997/8/567/623/477/,623
STRd,485,Striatum dorsal region,/997/8/567/623/477/485/,477
STRv,493,Striatum ventral region,/997/8/567/623/477/493/,477
sAMY,278,Striatum-like amygdalar nuclei,/997/8/567/623/477/278/,477
SLC,350,Subceruleus nucleus,/997/8/343/1065/771/1117/350/,1117
SCO,599626923,Subcommissural organ,/997/8/343/313/339/599626923/,339
SFO,338,Subfornical organ,/997/8/343/1129/1097/141/338/,141
SubG,321,Subgeniculate nucleus,/997/8/343/1129/549/856/1014/321/,1014
SUB,502,Subiculum,/997/8/567/688/695/1089/822/502/,822
SLD,358,Sublaterodorsal nucleus,/997/8/343/1065/771/1117/358/,1117
SMT,366,Submedial nucleus of the thalamus,/997/8/343/1129/549/856/444/366/,444
SPA,609,Subparafascicular area,/997/8/343/1129/549/864/609/,864
SPF,406,Subparafascicular nucleus,/997/8/343/1129/549/864/406/,864
SPFm,414,"Subparafascicular nucleus, magnocellular part",/997/8/343/1129/549/864/406/414/,406
SPFp,422,"Subparafascicular nucleus, parvicellular part",/997/8/343/1129/549/864/406/422/,406
SBPV,347,Subparaventricular zone,/997/8/343/1129/1097/141/347/,141
SI,342,Substantia innominata,/997/8/567/623/803/835/342/,835
SNc,374,"Substantia nigra, compact part",/997/8/343/313/348/374/,348
SNr,381,"Substantia nigra, reticular part",/997/8/343/313/323/381/,323
STN,470,Subthalamic nucleus,/997/8/343/1129/1097/290/470/,290
CS,679,Superior central nucleus raphe,/997/8/343/1065/771/1117/679/,1117
SCm,294,"Superior colliculus, motor related",/997/8/343/313/323/294/,323
SCdg,26,"Superior colliculus, motor related, deep gray layer",/997/8/343/313/323/294/26/,294
SCdw,42,"Superior colliculus, motor related, deep white layer",/997/8/343/313/323/294/42/,294
SCig,10,"Superior colliculus, motor related, intermediate gray layer",/997/8/343/313/323/294/10/,294
SCiw,17,"Superior colliculus, motor related, intermediate white layer",/997/8/343/313/323/294/17/,294
SCop,851,"Superior colliculus, optic layer",/997/8/343/313/339/302/851/,302
SCs,302,"Superior colliculus, sensory related",/997/8/343/313/339/302/,339
SCsg,842,"Superior colliculus, superficial gray layer",/997/8/343/313/339/302/842/,302
SCzo,834,"Superior colliculus, zonal layer",/997/8/343/313/339/302/834/,302
SOC,398,Superior olivary complex,/997/8/343/1065/771/1132/398/,1132
SOCl,114,"Superior olivary complex, lateral part",/997/8/343/1065/771/1132/398/114/,398
SOCm,105,"Superior olivary complex, medial part",/997/8/343/1065/771/1132/398/105/,398
POR,122,"Superior olivary complex, periolivary region",/997/8/343/1065/771/1132/398/122/,398
SUV,217,Superior vestibular nucleus,/997/8/343/1065/354/370/701/217/,701
SSs,378,Supplemental somatosensory area,/997/8/567/688/695/315/453/378/,453
SSs1,873,"Supplemental somatosensory area, layer 1",/997/8/567/688/695/315/453/378/873/,378
SSs2/3,806,"Supplemental somatosensory area, layer 2/3",/997/8/567/688/695/315/453/378/806/,378
SSs4,1035,"Supplemental somatosensory area, layer 4",/997/8/567/688/695/315/453/378/1035/,378
SSs5,1090,"Supplemental somatosensory area, layer 5",/997/8/567/688/695/315/453/378/1090/,378
SSs6a,862,"Supplemental somatosensory area, layer 6a",/997/8/567/688/695/315/453/378/862/,378
SSs6b,893,"Supplemental somatosensory area, layer 6b",/997/8/567/688/695/315/453/378/893/,378
SCH,286,Suprachiasmatic nucleus,/997/8/343/1129/1097/141/286/,141
